Longitude;Latitude;sst
106,7708282;-4,6875;29,75
106,8124949;-4,6875;29,83
106,8541616;-4,6875;29,82
106,8958282;-4,6875;29,76
106,9374949;-4,6875;29,695
106,9791616;-4,6875;29,88
107,0208282;-4,6875;30,015
107,0624949;-4,6875;29,939999
107,1041616;-4,6875;29,914999
107,1458282;-4,6875;29,935
107,1874949;-4,6875;29,849998
107,2291616;-4,6875;29,835
107,2708282;-4,6875;29,615
107,3124949;-4,6875;29,63
107,3541616;-4,6875;29,83
107,3958282;-4,6875;29,554998
107,4374949;-4,6875;29,425
107,4791616;-4,6875;29,529999
107,5208282;-4,6875;29,304998
107,5624949;-4,6875;29,25
107,6041616;-4,6875;29,71
107,6458282;-4,6875;29,81
105,8541616;-4,729166667;30,855
105,8958282;-4,729166667;29,824999
105,9374949;-4,729166667;29,75
105,9791616;-4,729166667;30,17
106,0208282;-4,729166667;29,9
106,0624949;-4,729166667;30,439999
106,1041616;-4,729166667;30,5
106,1458282;-4,729166667;30,345
106,1874949;-4,729166667;30,14
106,2291616;-4,729166667;30,16
106,2708282;-4,729166667;30,285
106,3124949;-4,729166667;30,16
106,3541616;-4,729166667;29,904999
106,3958282;-4,729166667;29,89
106,4374949;-4,729166667;29,914999
106,4791616;-4,729166667;29,939999
106,5208282;-4,729166667;29,97
106,5624949;-4,729166667;30,005
106,6041616;-4,729166667;29,345
106,6458282;-4,729166667;29,029999
106,6874949;-4,729166667;28,699999
106,7291616;-4,729166667;29,08
106,7708282;-4,729166667;29,16
106,8124949;-4,729166667;29,615
106,8541616;-4,729166667;29,64
106,8958282;-4,729166667;29,295
106,9374949;-4,729166667;29,06
106,9791616;-4,729166667;28,875
107,0208282;-4,729166667;28,84
107,0624949;-4,729166667;29,76
107,1041616;-4,729166667;29,71
107,1458282;-4,729166667;29,9
107,1874949;-4,729166667;29,84
107,2291616;-4,729166667;29,765
107,2708282;-4,729166667;29,75
107,3124949;-4,729166667;29,26
107,3541616;-4,729166667;29,295
107,3958282;-4,729166667;29,554998
107,4374949;-4,729166667;28,97
107,4791616;-4,729166667;29,414999
107,5208282;-4,729166667;29,074999
107,5624949;-4,729166667;29,5
107,6041616;-4,729166667;29,81
107,6458282;-4,729166667;29,785
105,8541616;-4,770833333;29,724998
105,8958282;-4,770833333;29,71
105,9374949;-4,770833333;29,855
105,9791616;-4,770833333;30,135
106,0208282;-4,770833333;30,369999
106,0624949;-4,770833333;30,154999
106,1041616;-4,770833333;30,515
106,1458282;-4,770833333;30,335
106,1874949;-4,770833333;29,974998
106,2291616;-4,770833333;29,609999
106,2708282;-4,770833333;29,57
106,3124949;-4,770833333;29,67
106,3541616;-4,770833333;29,955
106,3958282;-4,770833333;29,904999
106,4374949;-4,770833333;29,835
106,4791616;-4,770833333;29,795
106,5208282;-4,770833333;29,519999
106,5624949;-4,770833333;28,81
106,6041616;-4,770833333;29,01
106,6458282;-4,770833333;28,18
106,6874949;-4,770833333;28,255
106,7291616;-4,770833333;28,32
106,7708282;-4,770833333;29,125
106,8124949;-4,770833333;29,15
106,8541616;-4,770833333;28,115
106,8958282;-4,770833333;28,164999
106,9374949;-4,770833333;28,98
106,9791616;-4,770833333;29,644999
107,0208282;-4,770833333;29,66
107,0624949;-4,770833333;29,535
107,1041616;-4,770833333;29,115
107,1458282;-4,770833333;29,679998
107,1874949;-4,770833333;29,644999
107,2291616;-4,770833333;29,49
107,2708282;-4,770833333;29,42
107,3124949;-4,770833333;29,33
107,3541616;-4,770833333;28,59
107,3958282;-4,770833333;28,859999
107,4374949;-4,770833333;29,529999
107,4791616;-4,770833333;29,519999
