Longitude;Latitude;chlor_a
106,3541616;-4,604166667;1,9620146
106,3958282;-4,604166667;1,7842033
106,4374949;-4,604166667;1,6371242
106,4791616;-4,604166667;1,5017349
106,5208282;-4,604166667;1,3294683
106,5624949;-4,604166667;1,1573904
106,6041616;-4,604166667;1,1222787
106,6458282;-4,604166667;1,0673767
106,6874949;-4,604166667;0,99884385
106,7291616;-4,604166667;0,9444556
106,7708282;-4,604166667;0,93343663
106,8124949;-4,604166667;0,93457156
106,8958282;-4,604166667;1,0231153
106,9374949;-4,604166667;1,0231152
107,0624949;-4,604166667;0,59573406
107,1041616;-4,604166667;0,5964511
107,1458282;-4,604166667;0,59803766
107,1874949;-4,604166667;0,58962727
107,2291616;-4,604166667;0,56022716
107,2708282;-4,604166667;0,5380478
107,3124949;-4,604166667;0,5433394
107,3541616;-4,604166667;0,54202664
107,3958282;-4,604166667;0,5272404
105,9791616;-4,645833333;4,433653
106,0208282;-4,645833333;4,779943
106,0624949;-4,645833333;4,384887
106,1041616;-4,645833333;3,3630486
106,1458282;-4,645833333;2,8566034
106,1874949;-4,645833333;2,6498995
106,2291616;-4,645833333;2,2930725
106,2708282;-4,645833333;2,1429877
106,3124949;-4,645833333;2,1005626
106,3541616;-4,645833333;2,0611827
106,3958282;-4,645833333;1,9228085
106,4374949;-4,645833333;1,835736
106,4791616;-4,645833333;1,7726524
106,5208282;-4,645833333;1,5011697
106,5624949;-4,645833333;1,2641035
106,6041616;-4,645833333;1,605702
106,6458282;-4,645833333;1,267363
106,6874949;-4,645833333;1,1551266
106,7291616;-4,645833333;1,0664899
106,7708282;-4,645833333;0,9924481
106,8124949;-4,645833333;0,97560334
106,8541616;-4,645833333;0,66468215
106,8958282;-4,645833333;0,63853514
107,1458282;-4,645833333;0,6783185
107,1874949;-4,645833333;0,6783185
107,2708282;-4,645833333;0,6097531
107,3124949;-4,645833333;0,595309
107,3541616;-4,645833333;0,55090135
107,3958282;-4,645833333;0,5428753
105,9791616;-4,6875;3,945702
106,0208282;-4,6875;4,1104245
106,0624949;-4,6875;4,039917
106,1041616;-4,6875;3,3771985
106,1458282;-4,6875;3,0566542
106,1874949;-4,6875;2,758464
106,2291616;-4,6875;2,2552576
106,2708282;-4,6875;2,1985812
106,3124949;-4,6875;2,0409842
106,3541616;-4,6875;2,027522
106,3958282;-4,6875;2,1401103
106,4374949;-4,6875;1,958677
106,4791616;-4,6875;1,6751784
106,5208282;-4,6875;1,3810954
106,5624949;-4,6875;1,3010236
106,6041616;-4,6875;1,2985295
106,6458282;-4,6875;1,1723913
106,6874949;-4,6875;1,1009154
106,7291616;-4,6875;1,0535703
106,7708282;-4,6875;1,021153
106,8124949;-4,6875;0,91696364
106,8541616;-4,6875;0,66468215
106,8958282;-4,6875;0,63853514
107,1458282;-4,6875;0,6783185
107,1874949;-4,6875;0,67832017
107,2291616;-4,6875;0,7011757
107,2708282;-4,6875;0,609753
107,3124949;-4,6875;0,59530896
107,3541616;-4,6875;0,5509013
107,3958282;-4,6875;0,5428753
105,9791616;-4,729166667;3,2883756
106,0208282;-4,729166667;3,635491
106,0624949;-4,729166667;3,5363247
106,1041616;-4,729166667;3,0100741
106,1458282;-4,729166667;2,7708497
106,1874949;-4,729166667;2,5059452
106,2291616;-4,729166667;2,266406
106,2708282;-4,729166667;2,0544367
106,3124949;-4,729166667;1,8829001
106,3541616;-4,729166667;1,9092666
106,3958282;-4,729166667;1,9607226
106,4374949;-4,729166667;1,9076425
106,4791616;-4,729166667;1,5778702
106,5208282;-4,729166667;1,408424
106,5624949;-4,729166667;1,3053595
106,6041616;-4,729166667;1,2154813
106,6458282;-4,729166667;1,1591853
106,6874949;-4,729166667;1,0891957
106,7291616;-4,729166667;1,0389217
106,7708282;-4,729166667;1,003356
106,8124949;-4,729166667;0,99911654
106,8541616;-4,729166667;0,66468215
106,8958282;-4,729166667;0,63853514
107,1458282;-4,729166667;0,6783185
107,1874949;-4,729166667;0,70117563
107,2291616;-4,729166667;0,70117575
105,9374949;-4,770833333;2,9101071
105,9791616;-4,770833333;3,2552352
106,0208282;-4,770833333;4,157555
106,0624949;-4,770833333;4,291241
106,1041616;-4,770833333;3,703472
106,1458282;-4,770833333;3,2252948
106,1874949;-4,770833333;2,8508615
106,2291616;-4,770833333;2,5450559
106,2708282;-4,770833333;1,9419996
106,3124949;-4,770833333;1,7839469
106,3541616;-4,770833333;1,8301631
106,3958282;-4,770833333;1,8470385
106,4374949;-4,770833333;1,8631531
106,4791616;-4,770833333;1,6582972
106,5208282;-4,770833333;1,5673392
106,5624949;-4,770833333;1,4857372
106,6041616;-4,770833333;1,4293616
106,6458282;-4,770833333;1,3135393
106,6874949;-4,770833333;1,1294951
106,7291616;-4,770833333;1,0093502
106,7708282;-4,770833333;0,90199655
103,8958282;-4,8125;70,35387
103,9374949;-4,8125;72,73344
103,9791616;-4,8125;72,28041
104,0208282;-4,8125;66,40817
105,9374949;-4,8125;5,3064423
105,9791616;-4,8125;6,840576
106,0208282;-4,8125;5,937654
106,0624949;-4,8125;5,0649123
106,1041616;-4,8125;4,0150914
106,1458282;-4,8125;3,6320934
106,1874949;-4,8125;3,0065033
106,2291616;-4,8125;2,2710617
106,2708282;-4,8125;1,6261295
106,3124949;-4,8125;1,7348286
106,3541616;-4,8125;1,8871669
106,3958282;-4,8125;1,8176851
106,4374949;-4,8125;1,8840443
106,4791616;-4,8125;1,7352421
106,5208282;-4,8125;1,5262421
106,5624949;-4,8125;1,4248439
106,6041616;-4,8125;1,46947
106,6458282;-4,8125;1,4056071
106,6874949;-4,8125;1,2888227
106,7291616;-4,8125;1,0093503
106,7708282;-4,8125;0,9019965
103,8958282;-4,854166667;70,35387
103,9374949;-4,854166667;72,73344
103,9791616;-4,854166667;72,28041
104,0208282;-4,854166667;66,40817
105,9374949;-4,854166667;6,3917727
105,9791616;-4,854166667;6,8658385
106,0208282;-4,854166667;6,7839694
106,0624949;-4,854166667;5,760422
106,1041616;-4,854166667;4,2524247
106,1458282;-4,854166667;3,0065024
106,1874949;-4,854166667;2,581504
106,2291616;-4,854166667;2,758014
106,2708282;-4,854166667;3,2479076
106,3124949;-4,854166667;2,7458217
106,3541616;-4,854166667;1,810738
106,3958282;-4,854166667;1,6531844
106,4374949;-4,854166667;1,696313
106,4791616;-4,854166667;1,5851792
106,5208282;-4,854166667;1,534666
106,5624949;-4,854166667;1,4792672
106,6041616;-4,854166667;1,561498
106,6458282;-4,854166667;1,574825
106,6874949;-4,854166667;1,2888267
103,8541616;-4,895833333;71,573586
103,8958282;-4,895833333;70,31037
103,9374949;-4,895833333;70,16438
105,9374949;-4,895833333;5,7573323
105,9791616;-4,895833333;5,4859247
106,0208282;-4,895833333;5,4417496
106,0624949;-4,895833333;5,0301867
106,1041616;-4,895833333;4,3008986
106,1458282;-4,895833333;3,6803133
106,1874949;-4,895833333;3,1295295
106,2291616;-4,895833333;2,7003498
106,2708282;-4,895833333;2,7485464
106,3124949;-4,895833333;2,7153304
106,3541616;-4,895833333;2,513623
106,3958282;-4,895833333;2,542004
106,5208282;-4,895833333;1,4642446
106,5624949;-4,895833333;1,4601443
106,6041616;-4,895833333;1,4575505
106,8124949;-4,895833333;1,2236832
106,8541616;-4,895833333;1,2236832
103,8541616;-4,9375;71,573586
103,8958282;-4,9375;70,31036
103,9374949;-4,9375;70,16438
105,9374949;-4,9375;5,0186086
105,9791616;-4,9375;4,9033666
106,0208282;-4,9375;4,794439
106,0624949;-4,9375;4,049734
106,1041616;-4,9375;2,9984946
106,1458282;-4,9375;3,1709414
106,1874949;-4,9375;3,06034
106,2291616;-4,9375;2,345456
106,2708282;-4,9375;2,266754
106,3124949;-4,9375;2,3631587
106,3541616;-4,9375;2,0700078
106,3958282;-4,9375;1,84496
106,4374949;-4,9375;1,3776789
106,4791616;-4,9375;1,4267707
106,5208282;-4,9375;1,4642422
106,5624949;-4,9375;1,4601431
106,6041616;-4,9375;1,4575495
106,6458282;-4,9375;1,4320153
106,7291616;-4,9375;1,489544
106,7708282;-4,9375;1,489544
106,8124949;-4,9375;1,2236834
106,8541616;-4,9375;1,2236832
105,9374949;-4,979166667;3,6289294
105,9791616;-4,979166667;3,618797
106,0208282;-4,979166667;3,0460212
106,0624949;-4,979166667;2,5626435
106,1041616;-4,979166667;2,4694204
106,1458282;-4,979166667;2,4658635
106,1874949;-4,979166667;3,0603383
106,2291616;-4,979166667;1,6670338
106,2708282;-4,979166667;1,6671022
106,3124949;-4,979166667;1,5806098
106,3541616;-4,979166667;1,5166432
106,3958282;-4,979166667;1,2737846
106,4374949;-4,979166667;1,3776789
106,4791616;-4,979166667;1,4267707
106,5208282;-4,979166667;1,40583
106,5624949;-4,979166667;1,4178444
106,6041616;-4,979166667;1,4292809
106,6458282;-4,979166667;1,4320153
106,7291616;-4,979166667;1,489544
106,7708282;-4,979166667;1,489544
106,8124949;-4,979166667;1,2236832
106,8541616;-4,979166667;1,2236832
105,8541616;-5,020833333;4,9493837
105,8958282;-5,020833333;4,990451
105,9374949;-5,020833333;4,990429
105,9791616;-5,020833333;3,3263905
106,0208282;-5,020833333;2,9479847
106,0624949;-5,020833333;2,4985187
106,1041616;-5,020833333;2,4759014
106,1458282;-5,020833333;3,0356977
106,1874949;-5,020833333;2,825732
106,2291616;-5,020833333;2,6304474
106,3541616;-5,020833333;1,2237726
106,3958282;-5,020833333;1,2708353
106,4374949;-5,020833333;1,2417798
106,4791616;-5,020833333;1,29646
106,5208282;-5,020833333;1,3295078
106,5624949;-5,020833333;1,3461734
106,6041616;-5,020833333;1,3498216
106,6458282;-5,020833333;1,3439487
106,6874949;-5,020833333;1,4782656
106,7291616;-5,020833333;1,462542
106,7708282;-5,020833333;1,462542
106,8541616;-5,020833333;1,1517669
106,8958282;-5,020833333;1,1517669
107,0208282;-5,020833333;0,5743549
107,0624949;-5,020833333;1,0917771
107,1041616;-5,020833333;1,0917877
107,2291616;-5,020833333;0,577312
107,2708282;-5,020833333;0,577312
105,8541616;-5,0625;4,9493837
105,8958282;-5,0625;4,9493847
105,9374949;-5,0625;4,416633
105,9791616;-5,0625;3,1017745
106,0208282;-5,0625;2,867292
106,0624949;-5,0625;2,25123
106,1041616;-5,0625;2,5099068
106,1458282;-5,0625;3,3505123
106,1874949;-5,0625;3,4208267
106,2291616;-5,0625;2,7577455
106,3541616;-5,0625;1,2946583
106,3958282;-5,0625;1,313068
106,4374949;-5,0625;1,2972882
106,4791616;-5,0625;1,3079262
106,5208282;-5,0625;1,3187407
106,5624949;-5,0625;1,285498
106,6041616;-5,0625;1,3343339
106,6458282;-5,0625;1,4632488
106,6874949;-5,0625;1,478262
106,7291616;-5,0625;1,462542
106,7708282;-5,0625;1,4625422
106,8541616;-5,0625;1,1517669
106,8958282;-5,0625;1,1517669
107,0208282;-5,0625;0,5743549
107,0624949;-5,0625;0,5927781
107,1041616;-5,0625;0,5946414
107,1874949;-5,0625;0,5765492
107,2291616;-5,0625;0,5773117
107,2708282;-5,0625;0,5773051
107,3124949;-5,0625;0,48655495
107,3541616;-5,0625;0,47253293
107,3958282;-5,0625;0,46604827
105,8541616;-5,104166667;4,9493837
105,8958282;-5,104166667;4,9493837
105,9374949;-5,104166667;4,4166307
105,9791616;-5,104166667;2,738356
106,0208282;-5,104166667;2,6733968
106,0624949;-5,104166667;2,101177
106,1041616;-5,104166667;1,9438698
106,1458282;-5,104166667;1,9419466
106,1874949;-5,104166667;4,4446654
106,2291616;-5,104166667;4,4446654
106,3541616;-5,104166667;1,4060252
